,Rating,Description,no_contract,rating_description_str,tokenized,lower,no_punc,stopwords_removed,pos_tags,wordnet_pos,lemmatized
320,5,Great infinix mobile,"['Great', 'infinix', 'mobile']",Great infinix mobile,"['Great', 'infinix', 'mobile']","['great', 'infinix', 'mobile']","['great', 'infinix', 'mobile']","['great', 'infinix', 'mobile']","[('great', 'JJ'), ('infinix', 'NN'), ('mobile', 'NN')]","[('great', 'a'), ('infinix', 'n'), ('mobile', 'n')]","['great', 'infinix', 'mobile']"
321,5,"This PHONE IS REALY VERY VERY GOOD FOR ALL PURPOSE SO SMOOTH , AND DELIVERY IS VERY GOOD AND QUICK ","['This', 'PHONE', 'IS', 'REALY', 'VERY', 'VERY', 'GOOD', 'FOR', 'ALL', 'PURPOSE', 'SO', 'SMOOTH', ',', 'AND', 'DELIVERY', 'IS', 'VERY', 'GOOD', 'AND', 'QUICK']","This PHONE IS REALY VERY VERY GOOD FOR ALL PURPOSE SO SMOOTH , AND DELIVERY IS VERY GOOD AND QUICK","['This', 'PHONE', 'IS', 'REALY', 'VERY', 'VERY', 'GOOD', 'FOR', 'ALL', 'PURPOSE', 'SO', 'SMOOTH', ',', 'AND', 'DELIVERY', 'IS', 'VERY', 'GOOD', 'AND', 'QUICK']","['this', 'phone', 'is', 'realy', 'very', 'very', 'good', 'for', 'all', 'purpose', 'so', 'smooth', ',', 'and', 'delivery', 'is', 'very', 'good', 'and', 'quick']","['this', 'phone', 'is', 'realy', 'very', 'very', 'good', 'for', 'all', 'purpose', 'so', 'smooth', 'and', 'delivery', 'is', 'very', 'good', 'and', 'quick']","['phone', 'realy', 'good', 'purpose', 'smooth', 'delivery', 'good', 'quick']","[('phone', 'NN'), ('realy', 'NN'), ('good', 'JJ'), ('purpose', 'NN'), ('smooth', 'JJ'), ('delivery', 'NN'), ('good', 'JJ'), ('quick', 'NN')]","[('phone', 'n'), ('realy', 'n'), ('good', 'a'), ('purpose', 'n'), ('smooth', 'a'), ('delivery', 'n'), ('good', 'a'), ('quick', 'n')]","['phone', 'realy', 'good', 'purpose', 'smooth', 'delivery', 'good', 'quick']"
322,4,Very good phone built quality is good awasome cameras good job done by infinix,"['Very', 'good', 'phone', 'built', 'quality', 'is', 'good', 'awasome', 'cameras', 'good', 'job', 'done', 'by', 'infinix']",Very good phone built quality is good awasome cameras good job done by infinix,"['Very', 'good', 'phone', 'built', 'quality', 'is', 'good', 'awasome', 'cameras', 'good', 'job', 'done', 'by', 'infinix']","['very', 'good', 'phone', 'built', 'quality', 'is', 'good', 'awasome', 'cameras', 'good', 'job', 'done', 'by', 'infinix']","['very', 'good', 'phone', 'built', 'quality', 'is', 'good', 'awasome', 'cameras', 'good', 'job', 'done', 'by', 'infinix']","['good', 'phone', 'built', 'quality', 'good', 'awasome', 'cameras', 'good', 'job', 'done', 'infinix']","[('good', 'JJ'), ('phone', 'NN'), ('built', 'VBN'), ('quality', 'NN'), ('good', 'JJ'), ('awasome', 'NN'), ('cameras', 'NNS'), ('good', 'JJ'), ('job', 'NN'), ('done', 'VBN'), ('infinix', 'NN')]","[('good', 'a'), ('phone', 'n'), ('built', 'v'), ('quality', 'n'), ('good', 'a'), ('awasome', 'n'), ('cameras', 'n'), ('good', 'a'), ('job', 'n'), ('done', 'v'), ('infinix', 'n')]","['good', 'phone', 'build', 'quality', 'good', 'awasome', 'camera', 'good', 'job', 'do', 'infinix']"
323,5,Best hai,"['Best', 'hai']",Best hai,"['Best', 'hai']","['best', 'hai']","['best', 'hai']","['best', 'hai']","[('best', 'JJS'), ('hai', 'NN')]","[('best', 'a'), ('hai', 'n')]","['best', 'hai']"
324,4,Amazing phone,"['Amazing', 'phone']",Amazing phone,"['Amazing', 'phone']","['amazing', 'phone']","['amazing', 'phone']","['amazing', 'phone']","[('amazing', 'VBG'), ('phone', 'NN')]","[('amazing', 'v'), ('phone', 'n')]","['amaze', 'phone']"
325,4,"Bettray 5000mah camera 48mp selfi 16mp Display 6.95""","['Bettray', '5000mah', 'camera', '48mp', 'selfi', '16mp', 'Display', '6.95""']","Bettray 5000mah camera 48mp selfi 16mp Display 6.95""","['Bettray', '5000mah', 'camera', '48mp', 'selfi', '16mp', 'Display', '6.95', ""''""]","['bettray', '5000mah', 'camera', '48mp', 'selfi', '16mp', 'display', '6.95', ""''""]","['bettray', '5000mah', 'camera', '48mp', 'selfi', '16mp', 'display', '6.95', ""''""]","['bettray', '5000mah', 'camera', '48mp', 'selfi', '16mp', 'display', '6.95', ""''""]","[('bettray', 'NN'), ('5000mah', 'CD'), ('camera', 'NN'), ('48mp', 'CD'), ('selfi', 'NN'), ('16mp', 'CD'), ('display', 'NN'), ('6.95', 'CD'), (""''"", ""''"")]","[('bettray', 'n'), ('5000mah', 'n'), ('camera', 'n'), ('48mp', 'n'), ('selfi', 'n'), ('16mp', 'n'), ('display', 'n'), ('6.95', 'n'), (""''"", 'n')]","['bettray', '5000mah', 'camera', '48mp', 'selfi', '16mp', 'display', '6.95', ""''""]"
326,5,Nice phone camera nice ..G70 processor best under..11k.,"['Nice', 'phone', 'camera', 'nice', '..G70', 'processor', 'best', 'under..11k.']",Nice phone camera nice ..G70 processor best under..11k.,"['Nice', 'phone', 'camera', 'nice', '..G70', 'processor', 'best', 'under..11k', '.']","['nice', 'phone', 'camera', 'nice', '..g70', 'processor', 'best', 'under..11k', '.']","['nice', 'phone', 'camera', 'nice', '..g70', 'processor', 'best', 'under..11k']","['nice', 'phone', 'camera', 'nice', '..g70', 'processor', 'best', 'under..11k']","[('nice', 'JJ'), ('phone', 'NN'), ('camera', 'NN'), ('nice', 'JJ'), ('..g70', 'NNP'), ('processor', 'NN'), ('best', 'JJS'), ('under..11k', 'NN')]","[('nice', 'a'), ('phone', 'n'), ('camera', 'n'), ('nice', 'a'), ('..g70', 'n'), ('processor', 'n'), ('best', 'a'), ('under..11k', 'n')]","['nice', 'phone', 'camera', 'nice', '..g70', 'processor', 'best', 'under..11k']"
327,5,Look is Awesome 😎😎😎😎😎😎😎😎,"['Look', 'is', 'Awesome', '😎😎😎😎😎😎😎😎']",Look is Awesome 😎😎😎😎😎😎😎😎,"['Look', 'is', 'Awesome', '😎😎😎😎😎😎😎😎']","['look', 'is', 'awesome', '😎😎😎😎😎😎😎😎']","['look', 'is', 'awesome', '😎😎😎😎😎😎😎😎']","['look', 'awesome', '😎😎😎😎😎😎😎😎']","[('look', 'VB'), ('awesome', 'JJ'), ('😎😎😎😎😎😎😎😎', 'NN')]","[('look', 'v'), ('awesome', 'a'), ('😎😎😎😎😎😎😎😎', 'n')]","['look', 'awesome', '😎😎😎😎😎😎😎😎']"
328,5,Brilliant mobile. I have not seen a big mobile. ,"['Brilliant', 'mobile.', 'I', 'have', 'not', 'seen', 'a', 'big', 'mobile.']",Brilliant mobile. I have not seen a big mobile.,"['Brilliant', 'mobile', '.', 'I', 'have', 'not', 'seen', 'a', 'big', 'mobile', '.']","['brilliant', 'mobile', '.', 'i', 'have', 'not', 'seen', 'a', 'big', 'mobile', '.']","['brilliant', 'mobile', 'i', 'have', 'not', 'seen', 'a', 'big', 'mobile']","['brilliant', 'mobile', 'seen', 'big', 'mobile']","[('brilliant', 'NN'), ('mobile', 'NN'), ('seen', 'VBN'), ('big', 'JJ'), ('mobile', 'NN')]","[('brilliant', 'n'), ('mobile', 'n'), ('seen', 'v'), ('big', 'a'), ('mobile', 'n')]","['brilliant', 'mobile', 'see', 'big', 'mobile']"
329,5,I gifted this to my wife and she loved it good phone with great design best phone under segment,"['I', 'gifted', 'this', 'to', 'my', 'wife', 'and', 'she', 'loved', 'it', 'good', 'phone', 'with', 'great', 'design', 'best', 'phone', 'under', 'segment']",I gifted this to my wife and she loved it good phone with great design best phone under segment,"['I', 'gifted', 'this', 'to', 'my', 'wife', 'and', 'she', 'loved', 'it', 'good', 'phone', 'with', 'great', 'design', 'best', 'phone', 'under', 'segment']","['i', 'gifted', 'this', 'to', 'my', 'wife', 'and', 'she', 'loved', 'it', 'good', 'phone', 'with', 'great', 'design', 'best', 'phone', 'under', 'segment']","['i', 'gifted', 'this', 'to', 'my', 'wife', 'and', 'she', 'loved', 'it', 'good', 'phone', 'with', 'great', 'design', 'best', 'phone', 'under', 'segment']","['gifted', 'wife', 'loved', 'good', 'phone', 'great', 'design', 'best', 'phone', 'segment']","[('gifted', 'VBN'), ('wife', 'NN'), ('loved', 'VBD'), ('good', 'JJ'), ('phone', 'NN'), ('great', 'JJ'), ('design', 'NN'), ('best', 'JJS'), ('phone', 'NN'), ('segment', 'NN')]","[('gifted', 'v'), ('wife', 'n'), ('loved', 'v'), ('good', 'a'), ('phone', 'n'), ('great', 'a'), ('design', 'n'), ('best', 'a'), ('phone', 'n'), ('segment', 'n')]","['gift', 'wife', 'love', 'good', 'phone', 'great', 'design', 'best', 'phone', 'segment']"
330,3,Camera is not up to the mark not expected this .... Atleast upgrade the camera  front camera very poor 2 our of 5,"['Camera', 'is', 'not', 'up', 'to', 'the', 'mark', 'not', 'expected', 'this', '....', 'Atleast', 'upgrade', 'the', 'camera', 'front', 'camera', 'very', 'poor', '2', 'our', 'of', '5']",Camera is not up to the mark not expected this .... Atleast upgrade the camera front camera very poor 2 our of 5,"['Camera', 'is', 'not', 'up', 'to', 'the', 'mark', 'not', 'expected', 'this', '...', '.', 'Atleast', 'upgrade', 'the', 'camera', 'front', 'camera', 'very', 'poor', '2', 'our', 'of', '5']","['camera', 'is', 'not', 'up', 'to', 'the', 'mark', 'not', 'expected', 'this', '...', '.', 'atleast', 'upgrade', 'the', 'camera', 'front', 'camera', 'very', 'poor', '2', 'our', 'of', '5']","['camera', 'is', 'not', 'up', 'to', 'the', 'mark', 'not', 'expected', 'this', '...', 'atleast', 'upgrade', 'the', 'camera', 'front', 'camera', 'very', 'poor', '2', 'our', 'of', '5']","['camera', 'mark', 'expected', '...', 'atleast', 'upgrade', 'camera', 'front', 'camera', 'poor', '2', '5']","[('camera', 'NN'), ('mark', 'NN'), ('expected', 'VBD'), ('...', ':'), ('atleast', 'RB'), ('upgrade', 'JJ'), ('camera', 'NN'), ('front', 'NN'), ('camera', 'NN'), ('poor', 'JJ'), ('2', 'CD'), ('5', 'CD')]","[('camera', 'n'), ('mark', 'n'), ('expected', 'v'), ('...', 'n'), ('atleast', 'r'), ('upgrade', 'a'), ('camera', 'n'), ('front', 'n'), ('camera', 'n'), ('poor', 'a'), ('2', 'n'), ('5', 'n')]","['camera', 'mark', 'expect', '...', 'atleast', 'upgrade', 'camera', 'front', 'camera', 'poor', '2', '5']"
331,5,Superb mobile...blindly go for it..,"['Superb', 'mobile...blindly', 'go', 'for', 'it..']",Superb mobile...blindly go for it..,"['Superb', 'mobile', '...', 'blindly', 'go', 'for', 'it..']","['superb', 'mobile', '...', 'blindly', 'go', 'for', 'it..']","['superb', 'mobile', '...', 'blindly', 'go', 'for', 'it..']","['superb', 'mobile', '...', 'blindly', 'go', 'it..']","[('superb', 'NN'), ('mobile', 'NN'), ('...', ':'), ('blindly', 'RB'), ('go', 'VBP'), ('it..', 'JJ')]","[('superb', 'n'), ('mobile', 'n'), ('...', 'n'), ('blindly', 'r'), ('go', 'v'), ('it..', 'a')]","['superb', 'mobile', '...', 'blindly', 'go', 'it..']"
332,2,Average performance,"['Average', 'performance']",Average performance,"['Average', 'performance']","['average', 'performance']","['average', 'performance']","['average', 'performance']","[('average', 'JJ'), ('performance', 'NN')]","[('average', 'a'), ('performance', 'n')]","['average', 'performance']"
333,5,"I really love this phone . It is a mind blowing phone . It is a nice phone at less price . It has a display of 7"" inch . ","['I', 'really', 'love', 'this', 'phone', '.', 'It', 'is', 'a', 'mind', 'blowing', 'phone', '.', 'It', 'is', 'a', 'nice', 'phone', 'at', 'less', 'price', '.', 'It', 'has', 'a', 'display', 'of', '7""', 'inch', '.']","I really love this phone . It is a mind blowing phone . It is a nice phone at less price . It has a display of 7"" inch .","['I', 'really', 'love', 'this', 'phone', '.', 'It', 'is', 'a', 'mind', 'blowing', 'phone', '.', 'It', 'is', 'a', 'nice', 'phone', 'at', 'less', 'price', '.', 'It', 'has', 'a', 'display', 'of', '7', ""''"", 'inch', '.']","['i', 'really', 'love', 'this', 'phone', '.', 'it', 'is', 'a', 'mind', 'blowing', 'phone', '.', 'it', 'is', 'a', 'nice', 'phone', 'at', 'less', 'price', '.', 'it', 'has', 'a', 'display', 'of', '7', ""''"", 'inch', '.']","['i', 'really', 'love', 'this', 'phone', 'it', 'is', 'a', 'mind', 'blowing', 'phone', 'it', 'is', 'a', 'nice', 'phone', 'at', 'less', 'price', 'it', 'has', 'a', 'display', 'of', '7', ""''"", 'inch']","['really', 'love', 'phone', 'mind', 'blowing', 'phone', 'nice', 'phone', 'less', 'price', 'display', '7', ""''"", 'inch']","[('really', 'RB'), ('love', 'VB'), ('phone', 'NN'), ('mind', 'NN'), ('blowing', 'VBG'), ('phone', 'NN'), ('nice', 'JJ'), ('phone', 'NN'), ('less', 'JJR'), ('price', 'NN'), ('display', 'NN'), ('7', 'CD'), (""''"", ""''""), ('inch', 'NN')]","[('really', 'r'), ('love', 'v'), ('phone', 'n'), ('mind', 'n'), ('blowing', 'v'), ('phone', 'n'), ('nice', 'a'), ('phone', 'n'), ('less', 'a'), ('price', 'n'), ('display', 'n'), ('7', 'n'), (""''"", 'n'), ('inch', 'n')]","['really', 'love', 'phone', 'mind', 'blow', 'phone', 'nice', 'phone', 'less', 'price', 'display', '7', ""''"", 'inch']"
334,4,Good,['Good'],Good,['Good'],['good'],['good'],['good'],"[('good', 'JJ')]","[('good', 'a')]",['good']
335,1,I purchase on 17 Oct and its auto restart from 18 and also having network issue,"['I', 'purchase', 'on', '17', 'Oct', 'and', 'its', 'auto', 'restart', 'from', '18', 'and', 'also', 'having', 'network', 'issue']",I purchase on 17 Oct and its auto restart from 18 and also having network issue,"['I', 'purchase', 'on', '17', 'Oct', 'and', 'its', 'auto', 'restart', 'from', '18', 'and', 'also', 'having', 'network', 'issue']","['i', 'purchase', 'on', '17', 'oct', 'and', 'its', 'auto', 'restart', 'from', '18', 'and', 'also', 'having', 'network', 'issue']","['i', 'purchase', 'on', '17', 'oct', 'and', 'its', 'auto', 'restart', 'from', '18', 'and', 'also', 'having', 'network', 'issue']","['purchase', '17', 'oct', 'auto', 'restart', '18', 'also', 'network', 'issue']","[('purchase', 'NN'), ('17', 'CD'), ('oct', 'JJ'), ('auto', 'NN'), ('restart', 'NN'), ('18', 'CD'), ('also', 'RB'), ('network', 'NN'), ('issue', 'NN')]","[('purchase', 'n'), ('17', 'n'), ('oct', 'a'), ('auto', 'n'), ('restart', 'n'), ('18', 'n'), ('also', 'r'), ('network', 'n'), ('issue', 'n')]","['purchase', '17', 'oct', 'auto', 'restart', '18', 'also', 'network', 'issue']"
336,5,Superb phone ,"['Superb', 'phone']",Superb phone,"['Superb', 'phone']","['superb', 'phone']","['superb', 'phone']","['superb', 'phone']","[('superb', 'NN'), ('phone', 'NN')]","[('superb', 'n'), ('phone', 'n')]","['superb', 'phone']"
337,5,Nich,['Nich'],Nich,['Nich'],['nich'],['nich'],['nich'],"[('nich', 'JJ')]","[('nich', 'a')]",['nich']
338,4,Excellent Mobile.,"['Excellent', 'Mobile.']",Excellent Mobile.,"['Excellent', 'Mobile', '.']","['excellent', 'mobile', '.']","['excellent', 'mobile']","['excellent', 'mobile']","[('excellent', 'NN'), ('mobile', 'NN')]","[('excellent', 'n'), ('mobile', 'n')]","['excellent', 'mobile']"
339,4,Happy with the product..,"['Happy', 'with', 'the', 'product..']",Happy with the product..,"['Happy', 'with', 'the', 'product..']","['happy', 'with', 'the', 'product..']","['happy', 'with', 'the', 'product..']","['happy', 'product..']","[('happy', 'JJ'), ('product..', 'NN')]","[('happy', 'a'), ('product..', 'n')]","['happy', 'product..']"
340,4,top class,"['top', 'class']",top class,"['top', 'class']","['top', 'class']","['top', 'class']","['top', 'class']","[('top', 'JJ'), ('class', 'NN')]","[('top', 'a'), ('class', 'n')]","['top', 'class']"
341,5,Nice product.,"['Nice', 'product.']",Nice product.,"['Nice', 'product', '.']","['nice', 'product', '.']","['nice', 'product']","['nice', 'product']","[('nice', 'JJ'), ('product', 'NN')]","[('nice', 'a'), ('product', 'n')]","['nice', 'product']"
342,5,good product,"['good', 'product']",good product,"['good', 'product']","['good', 'product']","['good', 'product']","['good', 'product']","[('good', 'JJ'), ('product', 'NN')]","[('good', 'a'), ('product', 'n')]","['good', 'product']"
343,4,Nice,['Nice'],Nice,['Nice'],['nice'],['nice'],['nice'],"[('nice', 'JJ')]","[('nice', 'a')]",['nice']
344,5,Infinix note 7 😍 Nice mobile👍,"['Infinix', 'note', '7', '😍', 'Nice', 'mobile👍']",Infinix note 7 😍 Nice mobile👍,"['Infinix', 'note', '7', '😍', 'Nice', 'mobile👍']","['infinix', 'note', '7', '😍', 'nice', 'mobile👍']","['infinix', 'note', '7', '😍', 'nice', 'mobile👍']","['infinix', 'note', '7', '😍', 'nice', 'mobile👍']","[('infinix', 'JJ'), ('note', 'NN'), ('7', 'CD'), ('😍', 'NN'), ('nice', 'JJ'), ('mobile👍', 'NN')]","[('infinix', 'a'), ('note', 'n'), ('7', 'n'), ('😍', 'n'), ('nice', 'a'), ('mobile👍', 'n')]","['infinix', 'note', '7', '😍', 'nice', 'mobile👍']"
345,5,Full review,"['Full', 'review']",Full review,"['Full', 'review']","['full', 'review']","['full', 'review']","['full', 'review']","[('full', 'JJ'), ('review', 'NN')]","[('full', 'a'), ('review', 'n')]","['full', 'review']"
346,3,Pros,['Pros'],Pros,['Pros'],['pros'],['pros'],['pros'],"[('pros', 'NNS')]","[('pros', 'n')]",['pro']
347,5,It can be call all rounderd but i face only one problem in this phone that is its battery backup....,"['It', 'can', 'be', 'call', 'all', 'rounderd', 'but', 'i', 'face', 'only', 'one', 'problem', 'in', 'this', 'phone', 'that', 'is', 'its', 'battery', 'backup....']",It can be call all rounderd but i face only one problem in this phone that is its battery backup....,"['It', 'can', 'be', 'call', 'all', 'rounderd', 'but', 'i', 'face', 'only', 'one', 'problem', 'in', 'this', 'phone', 'that', 'is', 'its', 'battery', 'backup', '...', '.']","['it', 'can', 'be', 'call', 'all', 'rounderd', 'but', 'i', 'face', 'only', 'one', 'problem', 'in', 'this', 'phone', 'that', 'is', 'its', 'battery', 'backup', '...', '.']","['it', 'can', 'be', 'call', 'all', 'rounderd', 'but', 'i', 'face', 'only', 'one', 'problem', 'in', 'this', 'phone', 'that', 'is', 'its', 'battery', 'backup', '...']","['call', 'rounderd', 'face', 'one', 'problem', 'phone', 'battery', 'backup', '...']","[('call', 'NN'), ('rounderd', 'NN'), ('face', 'VBP'), ('one', 'CD'), ('problem', 'NN'), ('phone', 'NN'), ('battery', 'NN'), ('backup', 'NN'), ('...', ':')]","[('call', 'n'), ('rounderd', 'n'), ('face', 'v'), ('one', 'n'), ('problem', 'n'), ('phone', 'n'), ('battery', 'n'), ('backup', 'n'), ('...', 'n')]","['call', 'rounderd', 'face', 'one', 'problem', 'phone', 'battery', 'backup', '...']"
348,5,A very smart phone,"['A', 'very', 'smart', 'phone']",A very smart phone,"['A', 'very', 'smart', 'phone']","['a', 'very', 'smart', 'phone']","['a', 'very', 'smart', 'phone']","['smart', 'phone']","[('smart', 'JJ'), ('phone', 'NN')]","[('smart', 'a'), ('phone', 'n')]","['smart', 'phone']"
349,5,Too good,"['Too', 'good']",Too good,"['Too', 'good']","['too', 'good']","['too', 'good']",['good'],"[('good', 'JJ')]","[('good', 'a')]",['good']
